id_parlamentar,casa,nome_eleitoral,partido,UF,tem twitter?,twitter,twitter2 (se houver),facebook (não conferido),nome_civil,fazendo
198783,câmara,EMANUEL PINHEIRO NETO,PTB,MT,sim,emanuelzinhomt,NA,NA,EMANUEL PINHEIRO DA SILVA PRIMO,feito
161550,câmara,EMIDINHO MADEIRA,PSB,MG,sim,emidinhomadeira,NA,NA,EMIDIO ALVES MADEIRA JUNIOR,feito
207309,câmara,ENÉIAS REIS,PSL,MG,sim,DepEneiasReis,NA,https://www.facebook.com/vereadoreneiasreis/,ENEIAS JOSÉ DOS REIS,hadrizia
132504,câmara,ENIO VERRI,PT,PR,sim,enioverri,NA,https://www.facebook.com/enioverri,ENIO JOSÉ VERRI,feito
204537,câmara,ENRICO MISASI,PV,SP,sim,enricomisasi,NA,NA,ENRICO VAN BLARCUM DE GRAAFF MISASI,feito
160575,câmara,ERIKA KOKAY,PT,DF,sim,erikakokay,NA,https://www.facebook.com/ErikaKokay,ÉRIKA JUCÁ KOKAY,feito
160640,câmara,EROS BIONDINI,PROS,MG,sim,erosbiondini,NA,https://www.facebook.com/erosbiondini,EROS FERREIRA BIONDINI,feito
204482,câmara,EUCLYDES PETTERSEN,PSC,MG,sim,EuclydesPetter,NA,NA,EUCLYDES MARCOS PETTERSEN NETO,feito
178871,câmara,EVAIR VIEIRA DE MELO,PP,ES,sim,EvairdeMelo,NA,https://www.facebook.com/evair.vieirademelo,EVAIR VIEIRA DE MELO,feito
178930,câmara,EVANDRO ROMAN,PSD,PR,sim,roman_evandro,NA,https://www.facebook.com/evandrorogerio.roman,EVANDRO ROGERIO ROMAN,feito
178953,câmara,EXPEDITO NETTO,PSD,RO,sim,netto_expedito,NA,https://www.facebook.com/expedito.netto.1,EXPEDITO GONCALVES FERREIRA NETTO,feito
141428,câmara,FÁBIO FARIA,PSD,RN,sim,fabiofaria33,fabiofaria5555,https://www.facebook.com/fabiofaria5555,FÁBIO SALUSTINO MESQUITA DE FARIA,feito
68720,câmara,FÁBIO HENRIQUE,PDT,SE,sim,FabioHenriqueSE,NA,NA,FABIO HENRIQUE SANTANA DE CARVALHO,feito
178969,câmara,FÁBIO MITIDIERI,PSD,SE,sim,depfmitidieri,NA,https://www.facebook.com/depfmitidieri,FABIO CRUZ MITIDIERI,feito
141427,câmara,FÁBIO RAMALHO,MDB,MG,sim,_FabinhoRamalho,NA,https://www.facebook.com/deputadofabioramalho4311,FÁBIO AUGUSTO RAMALHO DOS SANTOS,jair
171623,câmara,FABIO REIS,MDB,SE,sim,fabioreis1515,NA,https://www.facebook.com/fabioreis1515,FABIO DE ALMEIDA REIS,feito
204368,câmara,FABIO SCHIOCHET,PSL,SC,sim,deputadofabiosc,NA,https://www.facebook.com/FabioSchiochetSC/,FÁBIO LUIZ SCHIOCHET FILHO,hadrizia
160587,câmara,FÁBIO TRAD,PSD,MS,sim,f_trad,NA,NA,FÁBIO RICARDO TRAD,feito
66828,câmara,FAUSTO PINATO,PP,SP,sim,faustopinato,Fausto_Pinato,https://www.facebook.com/faustopinato,FAUSTO RUY PINATO,feito
204477,câmara,FELÍCIO LATERÇA,PSL,RJ,não,NA,NA,https://www.facebook.com/feliciolatercarj/,FELÍCIO LATERÇA DE ALMEIDA,hadrizia
72442,câmara,FELIPE CARRERAS,PSB,PE,sim,felipecarreras,NA,NA,FELIPE AUGUSTO LYRA CARRERAS,feito
204398,câmara,FELIPE FRANCISCHINI,PSL,PR,sim,FFrancischini_,NA,NA,LUIS FELIPE BONATTO FRANCISCHINI,feito
204371,câmara,FELIPE RIGONI,PSB,ES,sim,rigoni_felipe,NA,NA,FELIPE RIGONI LOPES,feito
160666,câmara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,sim,felixMendoncaJr,FelixMendoncaJr,https://www.facebook.com/felixjunior1234,FELIX DE ALMEIDA MENDONÇA JÚNIOR,feito
204407,câmara,FERNANDA MELCHIONNA,PSOL,RS,sim,fernandapsol,NA,NA,FERNANDA MELCHIONNA E SILVA,feito
141431,câmara,FERNANDO COELHO FILHO,DEM,PE,sim,FBCFilho,NA,https://www.facebook.com/fernandofilhope,FERNANDO BEZERRA DE SOUZA COELHO FILHO,feito
204445,câmara,FERNANDO MINEIRO,PT,RN,sim,mineiroptrn,NA,https://www.facebook.com/mineiroptrn/,FERNANDO WANDERLEY VARGAS DA SILVA,hadrizia
92699,câmara,FERNANDO MONTEIRO,PP,PE,sim,fmonteirope,NA,https://www.facebook.com/fernandomonteirope,FERNANDO MONTEIRO DE ALBUQUERQUE,nazareno
204427,câmara,FERNANDO RODOLFO,PR,PE,sim,fernandorodolfo,NA,NA,FERNANDO RODOLFO TENORIO DE VASCONCELOS,feito
204411,câmara,FILIPE BARROS,PSL,PR,sim,filipebarrost,NA,NA,FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,feito
204354,câmara,FLÁVIA ARRUDA,PR,DF,sim,flaviaarrudadf,NA,https://www.facebook.com/FlaviaArrudaDF/,FLÁVIA CAROLINA PÉRES,hadrizia
160598,câmara,FLÁVIA MORAIS,PDT,GO,sim,depflaviamorais,NA,https://www.facebook.com/flavia.morais.714049,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,feito
141434,câmara,FLAVIANO MELO,MDB,AC,sim,flaviano_melo,NA,https://www.facebook.com/flavianomelo15,FLAVIANO FLÁVIO BAPTISTA DE MELO,feito
191923,câmara,FLAVIO NOGUEIRA,PDT,PI,sim,flavionoguera,NA,https://www.facebook.com/flavionogueirapi/,FLÁVIO RODRIGUES NOGUEIRA,hadrizia
204447,câmara,FLORDELIS,PSD,RJ,sim,Flordelismk,NA,NA,FLORDELIS DOS SANTOS DE SOUZA,feito
204392,câmara,FRANCISCO JR.,PSD,GO,sim,franciscojr_go,NA,NA,FRANCISCO RODRIGUES VALE JUNIOR,feito
204510,câmara,FRANCO CARTAFINA,PHS,MG,sim,FrancoCartafina,NA,NA,FRANCO CARTAFINA GOMES,feito
204494,câmara,FRED COSTA,PATRI,MG,sim,fredcosta5133,NA,https://www.facebook.com/FredCostaDeputado/,FREDERICO BORGES DA COSTA,hadrizia
204393,câmara,FREI ANASTACIO RIBEIRO,PT,PB,sim,freianastacioal,NA,https://www.facebook.com/freianastaciopt/,ANTONIO RIBEIRO,itlao
115746,câmara,GELSON AZEVEDO,PR,RJ,não,NA,NA,https://www.facebook.com/pg/gelsonazevedooficial/,GELSON DE AZEVEDO ALMEIDA,hadrizia
160669,câmara,GENECIAS NORONHA,SOLIDARIEDADE,CE,sim,depgenecias,NA,https://www.facebook.com/Deputado-Federal-Genecias-Noronha-213910975288105,GENECIAS MATEUS NORONHA,feito
204473,câmara,GENERAL GIRÃO,PSL,RN,sim,GeneralGirao,NA,NA,ELIÉSER GIRÃO MONTEIRO FILHO,feito
204484,câmara,GENERAL PETERNELLI,PSL,SP,sim,GenPeternelli,NA,NA,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,feito
204527,câmara,GENINHO ZULIANI,DEM,SP,sim,geninhozuliani,NA,NA,EUGENIO JOSÉ ZULIANI,feito
178966,câmara,GEOVANIA DE SÁ,PSDB,SC,sim,geovaniadesa,NA,https://www.facebook.com/geovaniasarodrigues,GEOVANIA DE SA RODRIGUES,feito
74374,câmara,GERALDO RESENDE,PSDB,MS,sim,dep_geraldo,NA,https://www.facebook.com/GeraldoResendeMS,GERALDO RESENDE PEREIRA,feito
204394,câmara,GERVÁSIO MAIA,PSB,PB,sim,gervasiomaia,NA,NA,GERVÁSIO AGRIPINO MAIA,feito
74383,câmara,GIACOBO,PR,PR,sim,fernandogiacobo,NA,https://www.facebook.com/fernandogiacobo,FERNANDO LÚCIO GIACOBO,feito
204575,câmara,GIL CUTRIM,PDT,MA,sim,gilcutrim,NA,NA,GILLIANO FRED NASCIMENTO CUTRIM,feito
204491,câmara,GILBERTO ABRAMO,PRB,MG,sim,gilbertoabramo,NA,NA,GILBERTO APARECIDO ABRAMO,feito
74270,câmara,GILBERTO NASCIMENTO,PSC,SP,sim,gilbertopsc20,NA,https://www.facebook.com/gilbertonascimento.psc20,GILBERTO NASCIMENTO SILVA,feito
204365,câmara,GILSON MARQUES,NOVO,SC,sim,gilsonmarques30,NA,NA,GILSON MARQUES VIEIRA,feito
160673,câmara,GIOVANI CHERINI,PR,RS,sim,giovanicherini,NA,https://www.facebook.com/deputadogiovanicherini,GIOVANI CHERINI,feito
178996,câmara,GIOVANI FELTES,MDB,RS,sim,GiovaniFeltes,NA,NA,GIOVANI BATISTA FELTES,feito
152605,câmara,GLAUBER BRAGA,PSOL,RJ,sim,Glauber_Braga,NA,https://www.facebook.com/glauber.braga1,GLAUBER DE MEDEIROS BRAGA,feito
204419,câmara,GLAUSTIN FOKUS,PSC,GO,sim,glaustinfokus,NA,NA,GLAUSKSTON BATISTA RIOS,feito
107283,câmara,GLEISI HOFFMANN,PT,PR,sim,gleisi,NA,NA,GLEISI HELENA HOFFMANN,feito
74419,câmara,GONZAGA PATRIOTA,PSB,PE,não,NA,NA,https://www.facebook.com/DepGonzagaPatriota,LUIZ GONZAGA PATRIOTA,nazareno
198197,câmara,GREYCE ELIAS,AVANTE,MG,não,NA,NA,https://www.facebook.com/greyce.elias/,GREYCE DE QUEIROZ ELIAS,gileade
204513,câmara,GUIGA PEIXOTO,PSL,SP,sim,zeguilherme_10,NA,NA,JOSÉ GUILHERME NEGRÃO PEIXOTO,feito
204531,câmara,GUILHERME DERRITE,PP,SP,sim,capitaoderrite,NA,https://www.facebook.com/capitaoderrite/,GUILHERME MURARO DERRITE,gileade
160667,câmara,GUILHERME MUSSI,PP,SP,sim,guilhermemussi,NA,https://www.facebook.com/deputadoguilhermemussi,GUILHERME MUSSI FERREIRA,feito
204442,câmara,GURGEL,PSL,RJ,sim,gurgelsoares,NA,https://www.facebook.com/gurgelsoaresrj/,JOÃO CARLOS SOARES GURGEL,gileade
73460,câmara,GUSTAVO FRUET,PDT,PR,sim,gustavofruet,NA,NA,GUSTAVO BONATO FRUET,feito
204408,câmara,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,sim,GustinhoRibeiro,NA,NA,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,feito
204456,câmara,GUTEMBERG REIS,MDB,RJ,sim,guth_reis,NA,NA,GUTEMBERG REIS DE OLIVEIRA,feito
204465,câmara,HAROLDO CATHEDRAL,PSD,RR,não,NA,NA,https://www.facebook.com/haroldocathedral/,HAROLDO ALVES CAMPOS,jair
204548,câmara,HEITOR FREIRE,PSL,CE,sim,HeitorFreireCE,NA,NA,HEITOR RODRIGO PEREIRA FREIRE,feito
178964,câmara,HEITOR SCHUCH,PSB,RS,sim,HeitorSchuch,NA,https://www.facebook.com/heitorschuchoficial,HEITOR JOSE SCHUCH,feito
178873,câmara,HELDER SALOMÃO,PT,ES,sim,heldersalomao,NA,https://www.facebook.com/helder.salomao.313,HELDER IGNACIO SALOMAO,feito
204373,câmara,HÉLIO COSTA,PRB,SC,sim,HelioCosta,NA,https://www.facebook.com/HelioCostaSC/,HÉLIO FRANCISCO DA COSTA,jair
178909,câmara,HÉLIO LEITE,DEM,PA,não,NA,NA,https://www.facebook.com/HelioLeite2525,HELIO LEITE DA SILVA,nazareno
204444,câmara,HELIO LOPES,PSL,RJ,sim,depheliolopes,NA,NA,HELIO FERNANDO BARBOSA LOPES,feito
73482,câmara,HENRIQUE FONTANA,PT,RS,sim,henriquefontana,NA,https://www.facebook.com/deputadohenriquefontana,HENRIQUE FONTANA JÚNIOR,feito
204539,câmara,HERCÍLIO COELHO DINIZ,MDB,MG,não,NA,NA,https://www.facebook.com/herciliocoelhodinizoficial/,HERCÍLIO ARAÚJO DINIZ FILHO,jair
178981,câmara,HERCULANO PASSOS,MDB,SP,sim,herculanopassos,NA,https://www.facebook.com/HerculanoPassos,HERCULANO CASTILHO PASSOS JUNIOR,feito
73772,câmara,HERMES PARCIANELLO,MDB,PR,sim,parcianello,NA,NA,HERMES PARCIANELLO,jair
178884,câmara,HILDO ROCHA,MDB,MA,sim,hildorocha1513,NA,https://www.facebook.com/hildorocha1,HILDO AUGUSTO DA ROCHA NETO,feito
178959,câmara,HIRAN GONÇALVES,PP,RR,sim,deputadohiran,NA,https://www.facebook.com/DeputadoHiran,HIRAN MANUEL GONCALVES DA SILVA,feito
141450,câmara,HUGO LEAL,PSD,RJ,sim,dephugoleal,NA,https://www.facebook.com/hugo.leal.758,HUGO LEAL MELO DA SILVA,feito
160674,câmara,HUGO MOTTA,PRB,PB,sim,hugomottapb,NA,https://www.facebook.com/hugomottapb,HUGO MOTTA WANDERLEY DA NÓBREGA,feito
204533,câmara,IDILVAN ALENCAR,PDT,CE,sim,idilvan,NA,NA,ANTONIO IDILVAN DE LIMA ALENCAR,feito
204564,câmara,IGOR KANNÁRIO,PHS,BA,não,NA,NA,https://www.facebook.com/deputadoigorkannario/,ANDERSON MACHADO DE JESUS,feito
204508,câmara,IGOR TIMO,PODE,MG,sim,oficialigortimo,NA,NA,IGOR TARCIANO TIMO,feito
67138,câmara,IRACEMA PORTELLA,PP,PI,sim,iracemaportela,NA,https://www.facebook.com/iracemaportella,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,feito
204436,câmara,ISNALDO BULHÕES JR.,MDB,AL,sim,bulhoesjr,NA,NA,ISNALDO BULHOES BARROS JUNIOR,feito
73531,câmara,IVAN VALENTE,PSOL,SP,sim,ivanvalente,NA,https://www.facebook.com/IvanValentePSOL,IVAN VALENTE,feito
74848,câmara,JANDIRA FEGHALI,PCdoB,RJ,sim,jandira_feghali,NA,https://www.facebook.com/sigajandira2,JANDIRA FEGHALI,feito
108338,câmara,JAQUELINE CASSOL,PP,RO,sim,jqcassol,NA,NA,DIRLAINE JAQUELINE CASSOL,feito
160672,câmara,JEAN WYLLYS,PSOL,RJ,sim,jeanwyllys_real,NA,https://www.facebook.com/jean.wyllys,JEAN WYLLYS DE MATOS SANTOS,feito
74273,câmara,JEFFERSON CAMPOS,PSB,SP,sim,DepJefferson,NA,https://www.facebook.com/PrJeffersonCampos,JEFFERSON ALVES DE CAMPOS,feito
160570,câmara,JERÔNIMO GOERGEN,PP,RS,sim,jeronimogoergen,NA,https://www.facebook.com/depjeronimogoergen,JERÔNIMO PIZZOLOTTO GOERGEN,feito
178839,câmara,JÉSSICA SALES,MDB,AC,não,NA,NA,https://www.facebook.com/pg/dep.jessicasales,JESSICA ROJAS SALES,nazareno
204435,câmara,JESUS SÉRGIO,PDT,AC,sim,jesussergioac,NA,https://www.facebook.com/deputadoJesusSergio12/,JESUS SERGIO DE MENEZES,jair
178842,câmara,JHC,PSB,AL,sim,JHC_40,NA,https://www.facebook.com/jhc,JOAO HENRIQUE HOLANDA  CALDAS,feito
160531,câmara,JHONATAN DE JESUS,PRB,RR,sim,jhonatan_djesus,NA,https://www.facebook.com/DepJhonatanJesus,JOHNATHAN PEREIRA DE JESUS,feito
74366,câmara,JOÃO CAMPOS,PRB,GO,sim,depjoaocampos,joaocamposdep,https://www.facebook.com/deputadojoaocampos,JOÃO CAMPOS DE ARAÚJO,feito
141458,câmara,JOÃO CARLOS BACELAR,PR,BA,sim,deputadobacelar,NA,https://www.facebook.com/joaobacelar2288,JOÃO CARLOS PAOLILO BACELAR FILHO,feito
178970,câmara,JOÃO DANIEL,PT,SE,sim,joaodanielPT,NA,https://www.facebook.com/deputadojoaodaniel,JOAO SOMARIVA DANIEL,feito
204429,câmara,JOÃO H. CAMPOS,PSB,PE,não,NA,NA,https://www.facebook.com/joaocampospsb/,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,gileade
141459,câmara,JOÃO MAIA,PR,RN,sim,depjoaomaia,NA,https://www.facebook.com/joao.maia.581,JOÃO DA SILVA MAIA,feito
112437,câmara,JOÃO MARCELO SOUZA,MDB,MA,não,NA,NA,https://www.facebook.com/deputadojoaomarcelo,JOÃO MARCELO SANTOS SOUZA,nazareno
204576,câmara,JOÃO ROMA,PRB,BA,sim,joaoromaneto,NA,NA,JOÃO INÁCIO RIBEIRO ROMA NETO,feito
178910,câmara,JOAQUIM PASSARINHO,PSD,PA,sim,joaquimpassarin,passarinho5555,https://www.facebook.com/joaquimpassarinhooficial,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,feito
204468,câmara,JOENIA WAPICHANA,REDE,RR,sim,joeniac,NA,NA,JOENIA BATISTA DE CARVALHO,feito
204546,câmara,JOICE HASSELMANN,PSL,SP,sim,joicehasselmann,NA,NA,JOICE CRISTINA HASSELMANN,feito
205550,câmara,JORGE BRAZ,PRB,RJ,sim,Jorge_Braz,NA,NA,JORGE BRAZ DE OLIVEIRA,feito
178857,câmara,JORGE SOLLA,PT,BA,sim,depjorgesolla,NA,https://www.facebook.com/depjorgesolla,JORGE JOSE SANTOS PEREIRA SOLLA,feito
141464,câmara,JOSÉ AIRTON FÉLIX CIRILO,PT,CE,sim,JoseAirtonPT,NA,https://www.facebook.com/Joseairtoncirilo,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,feito
141470,câmara,JOSÉ GUIMARÃES,PT,CE,sim,guimaraes13PT,Dep_Guimaraes,https://www.facebook.com/DeputadoJoseGuimaraes,JOSÉ NOBRE GUIMARÃES,feito
204386,câmara,JOSE MARIO SCHREINER,DEM,GO,sim,SchreinerJose,NA,NA,JOSE MARIO SCHREINER,feito
204472,câmara,JOSÉ MEDEIROS,PODE,MT,sim,JoseMedeirosMT,NA,NA,JOSE ANTONIO DOS SANTOS MEDEIROS,feito
204391,câmara,JOSÉ NELTO,PODE,GO,sim,depjosenelto,NA,NA,JOSÉ NELTO LAGARES DAS MERCEZ,feito
160619,câmara,JOSÉ NUNES,PSD,BA,sim,JoseNunesDep,NA,https://www.facebook.com/deputadojosenunes,JOSÉ NUNES SOARES,feito
74079,câmara,JOSÉ PRIANTE,MDB,PA,sim,priante,NA,https://www.facebook.com/AgoraePriante,JOSÉ BENITO PRIANTE JÚNIOR,feito
204555,câmara,JOSÉ RICARDO,PT,AM,sim,ZeRicardoAM,NA,NA,JOSÉ RICARDO WENDLING,feito
74554,câmara,JOSÉ ROCHA,PR,BA,sim,joserocha_,NA,https://www.facebook.com/dep.joserocha,JOSÉ ALVES ROCHA,feito
74141,câmara,JOSIAS GOMES,PT,BA,sim,josiasgomesba,NA,https://www.facebook.com/josiasgomes1312,JOSIAS GOMES DA SILVA,feito
204563,câmara,JOSIMAR MARANHÃOZINHO,PR,MA,sim,josimarPR22,NA,NA,JOSIMAR CUNHA RODRIGUES,feito
204474,câmara,JUAREZ COSTA,MDB,MT,não,NA,NA,NA,JUAREZ ALVES DA COSTA,nazareno
204420,câmara,JULIAN LEMOS,PSL,PB,sim,JulianLemosopb1,NA,NA,GULLIEM CHARLES BEZERRA LEMOS,feito
74317,câmara,JÚLIO CESAR,PSD,PI,sim,DepJulioCesarPI,NA,https://www.facebook.com/depfederaljuliocesar,JÚLIO CÉSAR DE CARVALHO LIMA,feito
204372,câmara,JULIO CESAR RIBEIRO,PRB,DF,sim,JulioCesarRib,NA,NA,JULIO CESAR RIBEIRO,feito
73586,câmara,JÚLIO DELGADO,PSB,MG,sim,depjuliodelgado,NA,https://www.facebook.com/DeputadoJulioDelgado,JÚLIO CÉSAR DELGADO,feito
204457,câmara,JUNINHO DO PNEU,DEM,RJ,sim,JuninhodoPneu,NA,NA,ROGERIO TEIXEIRA JUNIOR,feito
204502,câmara,JÚNIOR BOZZELLA,PSL,SP,sim,juniorbozzella,NA,NA,NICOLINO BOZZELLA JUNIOR,feito
204497,câmara,JÚNIOR FERRARI,PSD,PA,não,NA,NA,https://www.facebook.com/juniorferrari5588/,JOÃO FERRARI JÚNIOR,gileade
204574,câmara,JUNIOR LOURENÇO,PR,MA,sim,junior_lourenco,NA,NA,JOSE LOURENÇO BONFIM JUNIOR,feito
204550,câmara,JÚNIOR MANO,PR,CE,sim,jrmano_,NA,NA,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,feito
178886,câmara,JUSCELINO FILHO,DEM,MA,sim,DepJuscelino,NA,https://www.facebook.com/DepJuscelinoFilho,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,feito
204536,câmara,KIM KATAGUIRI,DEM,SP,sim,kimpkat,NA,NA,KIM PATROCA KATAGUIRI,feito
151208,câmara,LAERCIO OLIVEIRA,PP,SE,sim,laerciofederal,NA,https://www.facebook.com/deputadolaerciooliveira,LAERCIO JOSÉ DE OLIVEIRA,feito
98057,câmara,LAFAYETTE DE ANDRADA,PRB,MG,sim,dep_lafayette,NA,NA,LAFAYETTE LUIZ DOORGAL DE ANDRADA,feito
160534,câmara,LAURIETE,PR,ES,sim,2010lauriete,laurietecantora,https://www.facebook.com/DeputadaFederalLauriete,LAURIETE RODRIGUES DE JESUS MALTA,feito
178832,câmara,LEANDRE,PV,PR,sim,Leandre4300,NA,https://www.facebook.com/LeandreOficial,LEANDRE DAL PONTE,feito
204375,câmara,LEDA SADALA,AVANTE,AP,sim,LedaSadala,NA,NA,LEDA MARIA SADALA BRITO,feito
204359,câmara,LÉO MORAES,PODE,RO,sim,dep_leomoraes,NA,NA,LEONARDO BARRETO DE MORAES,nazareno
204547,câmara,LÉO MOTTA,PSL,MG,não,NA,NA,https://www.facebook.com/leomottafederal/,ELIEL MÁRCIO DO CARMO,hadrizia
74156,câmara,LEONARDO MONTEIRO,PT,MG,sim,depleomonteiro,NA,https://www.facebook.com/depleomonteiro,JOSÉ LEONARDO COSTA MONTEIRO,feito
74299,câmara,LEÔNIDAS CRISTINO,PDT,CE,sim,leonidas9099,joseleonidas,https://www.facebook.com/Le%C3%B4nidas-Cristino-1271496449602306,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,feito
92102,câmara,LEUR LOMANTO JÚNIOR,DEM,BA,sim,LeurLomantoJr,NA,NA,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,feito
139285,câmara,LÍDICE DA MATA,PSB,BA,sim,lidicedamata,NA,NA,LÍDICE DA MATA E SOUZA,feito
74585,câmara,LINCOLN PORTELA,PR,MG,sim,lincoln_portela,NA,https://www.facebook.com/deputadolincolnportela,LINCOLN DINIZ PORTELA,feito
204405,câmara,LIZIANE BAYER,PSB,RS,sim,LizianeBayer,NA,NA,LIZIANE BAYER DA COSTA,feito
204382,câmara,LOESTER TRUTIS,PSL,MS,sim,LTrutis,NA,NA,LOESTER CARLOS GOMES DE SOUZA,feito
196358,câmara,LOURIVAL GOMES,PSL,RJ,sim,lourivalgomesrj,NA,NA,LOURIVAL GOMES DE ALMEIDA,nazareno
204523,câmara,LUCAS GONZALEZ,NOVO,MG,sim,lucasvgonzalez,NA,NA,LUCAS DE VASCONCELOS GONZALEZ,feito
204404,câmara,LUCAS REDECKER,PSDB,RS,sim,LucasRedecker,NA,NA,LUCAS BELLO REDECKER,feito
178879,câmara,LUCAS VERGILIO,SOLIDARIEDADE,GO,sim,VergilioLucas77,NA,https://www.facebook.com/lucasvergilio7777,LUCAS DE CASTRO SANTOS,feito
74478,câmara,LUCIANO BIVAR,PSL,PE,sim,Bivar1717,NA,NA,LUCIANO CALDAS BIVAR,feito
178931,câmara,LUCIANO DUCCI,PSB,PR,sim,LucianoDucci,NA,https://www.facebook.com/LucianoDucci,LUCIANO DUCCI,feito
178954,câmara,LUCIO MOSQUINI,MDB,RO,sim,luciomosquini,NA,https://www.facebook.com/profile.php?id=100011438522684,LUCIO ANTONIO MOSQUINI,feito
204381,câmara,LUIS MIRANDA,DEM,DF,sim,LuisMirandaUSA1,NA,NA,LUIS CLAUDIO FERNANDES MIRANDA,feito
160510,câmara,LUIS TIBÉ,AVANTE,MG,sim,LuisTibeOficial,NA,https://www.facebook.com/luistibe,LUIS HENRIQUE DE OLIVEIRA RESENDE,feito
204410,câmara,LUISA CANZIANI,PTB,PR,sim,luisa_canziani,NA,NA,LUISA CANZIANI DOS SANTOS SILVEIRA,feito
204448,câmara,LUIZ ANTÔNIO CORRÊA,DC,RJ,sim,depluizantonio,NA,NA,LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA,feito
160645,câmara,LUIZ CARLOS,PSDB,AP,sim,depluizcarlos,NA,https://www.facebook.com/deputadoheinze,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,feito
204485,câmara,LUIZ CARLOS MOTTA,PR,SP,sim,lcm_motta,NA,NA,LUIZ CARLOS MOTTA,feito
204543,câmara,LUIZ FLÁVIO GOMES,PSB,SP,sim,professorLFG,NA,NA,LUIZ FLAVIO GOMES,feito
204455,câmara,LUIZ LIMA,PSL,RJ,sim,Oficialluizlima,NA,NA,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,feito
162332,câmara,LUIZ NISHIMORI,PR,PR,sim,luiznishimori,NA,https://www.facebook.com/nishimoriluiz,LUIZ HILOSHI NISHIMORI,feito
204526,câmara,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP,sim,lpbragancabr,NA,NA,LUIZ PHILIPPE DE ORLEANS BRAGANÇA,nazareno
74784,câmara,LUIZA ERUNDINA,PSOL,SP,sim,luizaerundina,NA,https://www.facebook.com/luizaerundina4021,LUIZA ERUNDINA DE SOUSA,feito
178866,câmara,LUIZIANNE LINS,PT,CE,sim,Luizianne13PT,NA,https://www.facebook.com/deputadaluiziannelins,LUIZIANNE DE OLIVEIRA LINS,feito
166402,câmara,MAGDA MOFATTO,PR,GO,sim,Magdamofatto,NA,https://www.facebook.com/MagdaMofatto.Goias,MAGDA MOFATTO HON,feito
204458,câmara,MAJOR FABIANA,PSL,RJ,sim,majorfabiana46,NA,NA,FABIANA SILVA DE SOUZA,feito
179587,câmara,MAJOR VITOR HUGO,PSL,GO,sim,MajorVitorHugo,NA,NA,VITOR HUGO DE ARAUJO ALMEIDA,feito
204469,câmara,MANUEL MARCOS,PRB,AC,sim,ascomdrmanuel,NA,https://pt-br.facebook.com/VereadorManuelMarcos/,MANUEL MARCOS CARVALHO DE MESQUITA,feito
204471,câmara,MARA ROCHA,PSDB,AC,não,NA,NA,NA,CYLMARA FERNANDES DA ROCHA GRIPP,feito
156190,câmara,MARCEL VAN HATTEM,NOVO,RS,sim,marcelvanhattem,NA,NA,MARCEL VAN HATTEM,feito
179000,câmara,MARCELO ÁLVARO ANTÔNIO,PSL,MG,sim,Marceloalvaroan,NA,https://www.facebook.com/marceloalvaroantonio,MARCELO HENRIQUE TEIXEIRA DIAS,feito
146788,câmara,MARCELO ARO,PHS,MG,sim,marceloaro,NA,https://www.facebook.com/marceloaro,MARCELO GUILHERME DE ARO FERREIRA,feito
205863,câmara,MARCELO BRUM,PSL,RS,não,NA,NA,https://web.facebook.com/avozdocampo,MARCELO DE BRUM DA COSTA,feito
204433,câmara,MARCELO CALERO,PPS,RJ,sim,caleromarcelo,NA,NA,MARCELO CALERO FARIA GARCIA,feito
76874,câmara,MARCELO FREIXO,PSOL,RJ,sim,MarceloFreixo,NA,NA,MARCELO RIBEIRO FREIXO,feito
133810,câmara,MARCELO MORAES,PTB,RS,não,NA,NA,NA,MARCELO PIRES MORAES,feito
204558,câmara,MARCELO NILO,PSB,BA,sim,depmarcelonilo,NA,NA,JOSÉ MARCELO DO NASCIMENTO NILO,feito
204556,câmara,MARCELO RAMOS,PR,AM,sim,marceloramosam,NA,NA,MARCELO RAMOS RODRIGUES,feito
178983,câmara,MARCIO ALVINO,PR,SP,sim,AlvinoMarcio,NA,https://www.facebook.com/marcioalvino,MARCIO LUIZ ALVINO DE SOUZA,feito
179001,câmara,MÁRCIO BIOLCHI,MDB,RS,sim,marciobiolchi,NA,NA,MARCIO DELLA VALLE BIOLCHI,feito
